rating,username,content
5.0,은하별님,최고의 맛 입니다 먹을때마다 감탄사가 절로 나왔어요
5.0,난슈야,"정용관 쉐프님의 청어는 말해뭐해~~쉐프님의 접객, 맛에 감동받고 행복한 시간 보내고 갑니다!! 입이 즐거운 좋은 시간 보내게 해주셔서 너무 감사합니다!"
5.0,마야쿤,최고입니다 그냥 너무 맛있고 친절 서비스 최고에요
5.0,꼬꼬우니,최고에요 !!! 예약자리가 있어서 행복했어요 ㅜㅜ
5.0,번듯한호랑이,스시정용관 하면 뭐니뭐니 해도 역시 청어!
5.0,흥미로운 미식가_19917,완전 맛있어요! 다음에 또 오고싶어요!
5.0,카프리,코우지 상 생각보다 젊으셔서 놀랐고 스시의 숙성정도가 감칠맛은 극대화하며 부드러움만이 아닌 적당한 쫄깃함이 있어서 만족스러웠습니다.
5.0,술이술술~,"술이 술술~
코요미 여러분들~"
5.0,지존불주먹,연예인 보러 간 기분이었어요.. 맛은 물론 접객도 양도 너무 훌륭해서 더 할 말이 없게 만드는 스시 코우지.. 😌 두시간 동안 정말 웃다만 왔습니다! 다음엔 부모님 모시고 와야겠어요 좋른 음식 감사합니다 ♡
5.0,닭다리잡고,"편안한 분위기에서 약 2시간동안 맛있게 잘 먹었습니다.
다음에 또 방문하고 싶은 완벽한 저녁식사였습니다. ^^"
5.0,나답게 사는거지,"시간 가는줄 모르게 먹고 이야기하고 남편 생일기념으로 방문했는데 생일케이크도 준비해주셔서 너무 감동했습니다 정용관 쉐프님 모두 맛있어서 너무 입호강했습니다
쉐프님의 위트 덕분에 더 즐거운 스시였습니다"
5.0,퓌스,진짜 사랑스러운곳
5.0,이상화입니다,완벽했습니다.
5.0,숨만쉬는알린,"좀 늦개 올려버렸네요..
맛있게 배부르게 즐겁게 먹었습니다
너무좋았어요 코우지쉐프 님역시 최고였습니다"
4.8,정광록,명성에 맞는 최고의 식재료와 최고의 분위기 👍 류락현 셰프님과의 담소도 재밌고 모임이 즐거웠습니다
5.0,조용한 식객_89216,"엄청 기대를 하고가서 좀 걱정이었는데...
세상에 기대보다 더 맛있었어요 제가 딱 좋아하는 샤리!!!
정말 너무 맛있었고 코우지 쉐프님 넘 재밌으시고
남편이랑 너무 좋은 시간 보냈습니다~"
5.0,맛집투어쟁이,맛있슺니당
5.0,2121c,최고 !
5.0,김이니,맛있네여
5.0,라니경이,"전체적으로 굉장히 만족스러운 식사였습니다.
준비해주신 케이크도 맛있게 잘 먹었습니다 :-)"
4.3,한유한,맛있고 좋았습니다
5.0,zzugi,"음식으로 행복을 느꼈어요ㅋㅋ
진짜 하나하나 맛있고 재료도 신선하고 입안에서 폭죽이 터진달까ㅋㅋㅋ
셰프님 너무 재밌으시고 행복한생일 보내고 왔네요
감사합니다!♡
또가고싶어요 ㅠㅠ"
4.2,AAaiaja,쉐프님 친절!
5.0,블랑드에스,"접객 재밌고 샤리특별하고
최고의 재료에 기교를 더한
최고의맛 음식에 고민이 느껴짐!"
4.3,씩씩한 미식가_16898,맛있었어요~~
5.0,대어르래,혼자갔는데 셰프님도 친절하게 응대해주시고 심심하지않게 말 걸어주셔서 좋았고 맛은 말해뭐합니까! 배부를수도 있으니 위는 꼭 비우고 가세요 ㅋㅋㅋ양이 엄청 많아요
5.0,밍키1124,너무 맛있었어요! 셰프님도 너무 재미있으시고 잘 해주셔서 감사합니다!
5.0,일리리릴,코우지 먹기 전에 경험했던 오마카세는 오마카세가 아니었습니다....
4.8,있는그대로 솔찍후기 인,"""성격좋으신 코우지셰프님. 의 푸짐한 스시 ""

사람을 편안하게 해주는 접객은
타고나신듯 합니다.
덕분에 , 어느누구든 방문한다면
기분좋은 시간이 보장될것 !

오늘은
-> 고등어봉초밥. 은
다른곳과 차별화돼게 맛있었으며,

-> 찰진광어와 참치뱃살 이 인상적.

-> 달달한 계란밥과 , 견과류 콕콕박힌 교꾸
진한 단호박 아이스크림 마무리.

가 좋았어요!
.
.
.
[ 아쉬운점 ]
""업장 위주의 편리함""

-> 예약금은 전액결제 / 5분이상 늦참시 예약취소 방침

-> 정시오픈 정시입장 / 때문에 문밖에서 기다려야 함.

-> 정시오픈 후에도
1부손님 테이블을 분주하게 정리하느라
2부손님의 착석이 늦어짐

즉, 고객 5분 늦참시 예약취소 의 방침과
정시오픈은 불공평한 방침-"
5.0,베피,코우지 셰프님을 지정으로 캐치테이블에서 예약을 하다니 너무 큰 행운이였어요 😃 역시 명성대로 너무너무 맛있었고 코우지 셰프님의 유쾌하면서도 세심한 서비스매너도 아주 좋았어요 ! 특히나 이 날의 고등어 물이 아주 좋아서 셰프님도 아주 좋은 고등어라고 하셨는데 진짜 이제 다른 곳에서는 고등어 봉초밥 못먹을거같아욬ㅋㅋㅋ 그리고 저의 최애인 아지☺️도 아주 상태가 좋아서 앵콜까지 총 두피스를 먹었는데 지짜 위가 작아서 앵콜 한피스밖에 못 먹은게 아쉬울정도였어요 코우지쉐프님 덕에 너무 맛있는 식사였네요 감사합니다!
5.0,봇치쟝,이주 좋았어요 한국에있는 스시 오마카세중 원탑이라고 생각합니다
5.0,정수형님,정용관 셰프님 정말 맛있는 식사 였습니다! 대화도 친절하게 해주시고 배려심 깊고 따뜻하셔서 더 맛있는 식사였던 것 같습니다!! 감사합니다!
5.0,먼치킨닥터,날이 갈수록 맛있어지는 정용관 쉐프님 킹왕짱
5.0,Jazzykoo,"저희는 매년 10월마다 가는대, 코스 매뉴 paying attention to detail 생선 숙성도 신선도 는 언제나 최선을 다하시고 진심이 느껴집니다.

코우지 쉐프님은 주인정신으로 항상 손님 대하시고 너무 만족합니다. 내년에도 또 방문할 얘정입니다. 우니는 한국 최고로 맛있는듯 합니다 ."
5.0,정준혁22,"셰프님 너무 재밌으시고 너무 친절하세요 ..💕
기념일에 가면 더더더 좋은 곳이에요 정말 !!
맛은 진짜 말 할 것도 없이 다른데서 먹은 스시 중에 최고구
여기 고등어 너무 맛있어요 ,,
음식 하나하나 빠지는 것도 없고 분위기듀 너무 좋고 친절하시구 담에 또 가고 싶은 곳이에용 !!"
5.0,말리꽃다발,"쉐프님 너무 친절하시고 유쾌하시고
실력도 좋으셔서 행복한 식사 였습니다!!"
5.0,비판적인사람,"3월 24일날 여자친구 생일 기념으로 방문했습니다.
이번이 두번째 방문입니다만, 역시나 기대를 저버리지 않았습니다.
코우지셰프님 특유의 재치와 유머를 바탕으로 실력까지 겸비하신 노련미가 돋보여 식사내내 즐겁고 편안한 분위기였습니다.

마지막엔 생일이라고 센스있게 깜짝선물로 케이크까지 준비해 주셨네요. 여자친구도 만족했고 저 또한 즐거운 식사였습니다.
명성에 걸맞는 스시코우지!! 만족하고 갑니다."
5.0,공뷰우우유,류락현 셰프님 항상 최고 십니다 ❤️❤️❤️❤️❤️
5.0,Johan Kim,최고입니다!
5.0,마싯는고만먹오,가끔 가격에 비해 못하다는 평이 있지만 중요한날 보장되는 맛 그리고 깔끔한 응대 특히 셰프님의 위트와 센스가 2시간을 지루하지 않게 식사하게 만들어줍니다. 그래서 전 코우지가 만족도가 정말 높아요. 특히 정용관셰프님 연륜과 위트 부담스럽지 않은 친절한 설명 너무 좋습니다~! 행복한 시간 보냈어요. 빠른 시일내에 또한번 가야겠어요
5.0,전델,"평소 코요미로써 많은 기대를 가지고 코우지를 방문하였는데요
역시 맛은 두말할것 없이 최고였습니다 좋은식재료는 기본이며
쉐프님이 재료특징에 맞게 유자즙,레몬즙,실파페스토,소금 등으로 섬세한 터치로 100프로에 맛을 120프로까지 끌어올려주네요 완벽한 밸런스네요 기분좋은 산미감을 잘쓰시는거같아요 접객 역시 코우지 쉐프님 특유의 유쾌하고 편안한 분위기도 좋앗고 물 하나까지 온도 식엇을까봐 따뜻한 물로 바꿔주는 세심한 서비스 또한 좋았습니다
다만 아쉬웟던 점은 추운날씨에 대기공간이 없으니
아시는분들은 주차장이나 건물내부에 대기하시다가 입장 시간 맞춰서 오시는걸 추천드려요"
5.0,혼자밥먹는사람,"아침을 안먹고 갔는데도 배가 터질뻔 했어요
셰프님이 고등어봉초밥도 하나 더 주시고 초밥 하나하나 설명을 편하게 해주셔서 더 맛있게 먹을 수 있었어요

진짜 양이 무지막지하게 많이 나와요
어 이쯤이면 끝나겠지..? 했는데 우동 나오고 장어덮밥 나오고 그냥 끝도없이 나와요
웬만한 미들급 디너 갈 바에 코우지 런치 가는게 3만배는 이득인것 같아요

스시 전 츠마미는 찐 전복 하나만 나왔지만 스시 중간에 굴튀김도 나오고 우니관자 같은것도 나와서 질리지 않게 먹을 수 있어요

베스트는 청어랑 한치. 청어는 원래 좋아해서 두툼한게 더 맛있게 느껴졌고 한입 넣자마자 그냥 웃음부터 나오는 맛. 한치는 진짜 이렇게 두껍게 썰린건 처음이라 행복감을 느끼면서 먹었네요.
학꽁치는 처음이었는데 다른데선 스시에다 파를 왜 넣지, 식감말곤 모르겠는데 싶은 피스들이 대부분이었지만 코우지의 학꽁치에서 파를 왜 넣는지 느꼈네요. 파향이 학꽁치랑 어우러지면서 향긋한게 처음이었는데 만족스런 한 점이었습니다. 다음에 갈땐 전날 저녁도 거르고 가야겠어요."
5.0,VINOIR,"결혼기념일을 맞아 가족들과 방문해서 너무 너무 훌륭한 시간을 보내고 왔네요
코우지쉐프 이하 모든 스텝들의 좋은 서비스덕분에 시간 가는줄 모르고 즐겁고 맛있는 기념일을 보낼수있었습니다"
5.0,Robins,"스시를 정말 좋아해서 스시 만큼은 정말 좋은곳에서 먹고 돈을 아끼지 않았습니다. 유명한 스시집은 많이 가보았지만 샤리가 이보다 맛있는곳은 처음이였습니다.
음식의 신선도와 맛을 내는 소스 그리고 향 까지 완벽하였습니다.
음식을 먹는게 아닌 음미하고 느낄수 있어 행복했습니다.
접객은 말이 필요없었고 2시간 가까히 한 식사였음에도 불구하고 1분도 지루하지않았습니다.
아내의 생일을 맞이하여서 최고의 스시를 먹여주고 싶었는데 진짜 최고의 음식과 서비스를 받아 너무 행복합니다.
(물론 4분 두부부의 예의없고 시끄러운 소리에 사실 많이 방해가 되었지만)
음식으로 치유하였습니다.
저는 코우지 쉐프님의 유튜브 빅팬 입니다.
정말 초창기 구독자 얼마없으실때부터 봐오다가 실제로 보니 정말 행복했고 영광이였습니다.

아내는 최고의 선물을 받았다고 지금도 행복해하고있습니다.

음식하나로 이렇게 좋은 하루 주셔서 감사합니다.
항상 복받으시고 한국에서 최고의 자리에서 박수받는 쉐프가 되길 기도하겠습니다."
4.8,존스호캉스유학생,"코우지 쉐프님이 해주시는 시간에 갔습니다. 음식 맛은 기대한 만큼 맛있게 먹었고, 무엇보다 쉐프님께소 중간중간 소통하시면서 친절하게 진행해주셔서 즐겁게 시간 보내고 왔습니다."
5.0,Choi.J.H,"코우지셰프님께서 유머러스하게 오마카세를 진행해주셨고 퀄리티는 말할 필요 없이 최고였습니다. 회전초밥집 2피스 1접시 기준 60접시를 먹는 저도 배가 기분 좋게 부를 수 있게 서비스 해주셨고 맛도 멋도 부족함 없는 식사였습니다. 사케와 같이 먹었을 때 너무 잘 어울려서 더 기분 좋은 식사가 되었습니다! 해산물을 가리지 않는다면 좋은 날 좋은 시간을 함께하기 너무 좋은 자리인거 같습니다!

사진 외에도 더 맛있는 식사가 많았습니다!"
5.0,오송연,서비스도 너무 좋구!!! 분위기도 너무 좋아요 제일 중요한건 맛이 그냥 최고입니다 ㅠㅠㅠ 하나하나 다 맛있구요 감동수준으로 맛있어요 ㅜㅜㅜㅜ 진짜 꼬옥 가세요
4.0,guest194,"사진은 우니 전갱이 금태 아나고 순인데 다 맛이 괜찮았어요.
좀 시끄럽긴 한데 맛은 좋아요.
이슬기 쉐프님 10년차시라는데 잘 하세요."
5.0,호기심 많은 식객_68194,"정용관 셰프님, 국내외 내로라 하는 스시들 접해보았지만 간만에 느끼는 전율, 맛이었습니다. 최고십니다. 최고의 스시 접하게 해주셔서 감사합니다."
5.0,MoneyMoney,"코우지 셰프님덕분에 제일 특별한 와이프 생일날 런치 였습니다. ㅎ 모든 피쓰들 다 맛있었고, 마지막 써프라이즈 티라미슈 케이크까지 와이프도 엄청 좋아하고 기뻐했습니다. ㅎ 감사합니다! (다음에는 좀 더 초밥 공부하고 찾아뵙겠습니다!! ㅎ)"
5.0,도원지영,"코우지 쉐프님도 너무 친절하시고 음식도 정말 최고였습니다!!
직원분들의 서비스도 너무 좋았고 다음에 또 재방문예정입니다!!👍👍"
4.7,Pycm,"정용관 셰프님께서 서비스해주셨는데 작은 얘기도 귀담아 들어주시고 궁금한것들 모두 답해주셔서 좋았습니다. 인터랙션이 자연스럽고 부담스럽지 않아 편했습니다. 하지만 횟감들이 25만원어치의 퀄리티를 따라가는지는 모르겠습니다. 특별히 대단히 맛있다고 느껴진 요리도 없었고 참치뱃살도 기대이하였고…
그래도 양은 확실히 많고 손님들이 배부르게 돌아갈 수 있도록 한것은 만족했습니다."
5.0,올리브아빠,"코우지 셰프님 덕에 행복하고 맛있는 생일 보냈습니다. 맛,서비스는 달리 전하지 않아도 이미 명성과 같이 완벽했습니다."
5.0,활기찬 식도락가_96804,"스시소라, 스시카이세이는 방문해봤는데 스시 코우지는 첫 방문이었어요. 눈과 귀와 입이 즐거운 행복한 방문이었습니다!"
4.8,Katt.chu,코우지 퀄리티야 말해 모해. 오늘은 특히 우니 상태가 최상이라 가리비 우니 피스와 도하새우+우니 피스가 정말 역대급. 초밥 좋아하시는 어머니랑 같이 갔었는데 옆자리도 모녀가 같이 오셔서 더 즐겁게 식사 했어요.
5.0,맛잘알 오브 안산,"여자친구랑 기념일 즐기기위해 알아보다가 운좋게 예약에 성공하고 잘 다녀왔습니다.

여자친구도 저도 만족스럽게 먹었고, 전날 장염에 고생했어서 걱정했는데 저한태는 목넘김이 전반적으로 가벼워서 즐겁게 식사하고 나왔습니다."
5.0,킴민우,"맛도 너무 좋았고 분위기도 좋았고 서비스도 너무 만족입니다.
정말 배불리 먹었습니다!! 또 가고 싶습니다"
5.0,크레스포,"길게 말해서 뭐할까요

서비스 분위기 맛 다 모두 너무 좋았습니다

특히 오늘 맡아주신 박지환쉐프님 너무 재밌고 잘해주셔서

시간 가는줄 몰랐습니다

감사합니다

다음에는 디너에 뵙는걸로 ~"
5.0,대이비드백곰,코우지 쉐프님의 입담과 좋은 분위기와 최고의맛 모든게 완벽합니다 갈때마다 좋은 추억만 갖고 가네요
5.0,고든램지영,너무 맛있었어요 ㅠㅠ 오늘 남편 생일이라 방문했는데 완전 만족 만족 대만족 했어요!!! 정용관 셰프님 맛있게 잘 먹었습니다 !! 입도 즐겁고 눈도 즐거운 시간이었어요 ~~ 감사합니다 💛
5.0,압둘지룽,처음 가보는 하이엔드 오마카세인데 설명도 친절하게 잘해주셔서 더 맛있게 먹을수 있었던것 같아요!
5.0,쪽빛하늘79,사진을 못 찍었네요. 먹고 즐기느라~ 맛있고 분위기도 차분하고 깔끔해서 다 맘에 들었어요.
5.0,eundo,"이슬기 셰프님, 친절하시고 손맛이 예술이었습니다.. 기념일에 또 오면 넘 좋을 것 같네요."
5.0,seococo,아들과 세 번째 방문인데 여전히 좋았습니다. 다음에 다시 방문 할 예정입니다. 감사합니다
5.0,이하나비,"중간에 재치있게 포토타임도 주시고 맛은 환상이였습니다
재방문 의사 있고 , 배가 불러 언제 끝나지 기다릴 정도로 끊임 없이 무한으로 주셔 돈이 아깝지 않았습니다 감사합니다 또 뵙겠습니다!"
4.5,냠냐미이1,"유튜브보고 방문해보고싶어 런치로 다녀왔습니다
코우지님이아닌 여성쉐프님이여서 아쉽긴했지만 그럭저럭 맛있었어요
근데 설명을 자세히 못들은것같아 아쉬웠습니다"
4.8,원리,"확실히 재밌는 접객을 보여주는 스시코우지 오마카세
스시도 맛있었지만
저희가 방문한 날은 음식들이 너무 맛있었어요!
스이모노도 그렇고 장국도 그렇고 니모노까지..!
확실히 뒷주방분이 뒤에서 서포트 제대로 해주는 느낌이였답니다👍🏼😀
류락현 셰프님과 식사후 이야기도 나누고 너무 좋은 시간이었답니다😊"
5.0,에코린,기념일에 와이프와 와서 맛있게 먹고 즐거운 추억 남기고 갑니다. 매년 기념일에 찾게 될 것 같네요^^ 코우지 쉐프님 입담에 맛있는 스시에.. 즐거운 저녁식사였습니다.
4.7,발랄한 셀럽_70648,런치 오마카제 너무 맛있게 먹었고 쉐프님 접객도 유쾌하셔서 즐거운 점심이었습니다
5.0,은디도리,"코우지셰프님 덕분에 너무 기분 좋은 식사였습니다!!
음식도, 서비스도 모든게 완벽했습니다 ㅎㅎ
예약만 쉽다면 정말 더 좋을텐데ㅠㅠ 담에 또 예약성공해서 가고싶습니당!"
5.0,신준우,너무맛있게배부르게잘먹었습니다 웬만한 디너보다 더좋았었던거같아요. 잘먹었습니다
5.0,송도yoon,저녁식사중 일이생겨 불가피하게 다못먹고 중간에 나오게되었지만 만족스러웠습니다
5.0,송도yoon,점심 포만감있게 잘먹었습니다 양이 많습니다 코우지 셰프님도 유쾌하시구요
5.0,아무거나아무,"부모님께서 코우지 셰프 디너 맛있게 먹었다고 하시네요
감사합니다~~~"
5.0,개구진 개척가_73408,"역시나 너무나 맛있게 잘 먹었습니다
다음기념일에 뵙겠습니다 ㅎㅎ"
5.0,ysbk,정용관셰프님 오마카세 처음이었는데 정말 맛있게 잘 먹고 갑니다!!
5.0,따뜻한 맛사냥꾼_62220,정말 최고였습니다. 지난 5년간 다닌 스시야중 최고라 단언합니다.
5.0,따뜻한 개척가_25598,"이슬기 쉐프님 너무 유쾌, 친절, 멋있었고 너무 맛있었습니다."
5.0,개구진 마스터_62922,"너무 배부르고 맛있게 잘 먹고 갑니다.
코우지 쉐프님께서 만들어주시는 음식으로
식사 할 수 있어서 좋았어요 유쾌하고 맛있고 즐거웠습니다."
4.7,assacho,화려하진않지만 수수하고 깔끔한 계속 생각나는 멋진 맛의 스시
4.7,기분좋은 셀럽_14177,역시나 맛있고 즐거운 식사였습니다. 다음에 또 가고 싶네요
5.0,kamena,"예전에 디너로만 가봤었는데 런치도 너무 알차고 맛있네요 나올거 다 나오고 넘 좋았습니다!! 코우지셰프님도 너무 유쾌하시고 카와이이,,"
4.5,놀라운 맛 만찬을 즐기며,"무난하고 기본, 정통적이라는 느낌이네요. 맛 괜찮았어요."
4.8,꼬꼬마대표,좋은 시간이었습니다. 와이프 생일케잌도 매우 좋았습니다.
5.0,범이현이,"두말할 나위 없네요
다음에는 아들과 와야겠어요"
5.0,곰탕구르,"눈, 코, 귀, 입 모두 만족을 느낄수 있는곳."
4.5,스시의중심,스시코우지 현실적인 철학 맛있으면 장땡이라는 셰프님의 말씀이 식객들에게 가장 직설적인 솔직한 표현이라는것을 지지합니다.~~
5.0,그로니,음식맛은 물론 접객서비스도 너무 센스있고 좋아요!
5.0,화려한 미식가_70428,코우지 쉐프님의 스시는 말이 필요 없어요.
5.0,직이짱,"잘먹고갑니당
이슬기셰프님 최고에요!!ㅋㅋㅋ"
5.0,뇽꿍이네,맛.서바스.분위기 너무 너무 완벽한 곳
5.0,이인구,코우지쉐프님 재미있고 즐거운저녁식사였습니다
5.0,청담구민,"셰프님 너무 친절하시고 메뉴들마다 설명도 자세히 해주셔서 먹는 즐거움이 두배였습니다.
꼭 또 방문하겠습니다~!"
5.0,솔직한 미식가_81978,코우지는 항상 맛있어요 말이 필요없음!
5.0,쾌활한 식도락가_69916,유명한덴 이유가 있네여 최고...!
5.0,편상현,코우지 쉐프님 맛은 물론이고 부담스럽지은 분위기로 잘 즐기다 왔습니다 좋은시간 보낼수있게 해주셔서 감사했습니다! 짱짱!
4.8,스시맨~,"돈이 아깝지 않을 정도로 런치치고 맛있고 든든했습니다
첫번째 두번째 샤리에 식초향이 조금 강했습니다
맛있게 먹었습니다,"
5.0,정직한 미식가_99663,항상 만족 항상 귯~!!!!!!!
5.0,로나찡,제 생일날 최고의 쉐프에게 최상의 스시를 대접받고와서 황홀했습니다. 잘먹었습니다 코우지쉐프님🫶🏻
5.0,ares3955,코우지셰프님 세련된 맛과 유머에 감동받고 왔습니다. 부모님도 너무 좋아하셔요ㅎㅎ 또 뵙겠습니다 :)
5.0,Ju7410,맛도 있지만 셰프님이 친절하세요
5.0,아름다운 셀럽_3289,"맛,양,서비스 모두 훌륭했습니다"
5.0,쾌활한 맛사냥꾼_34145,"기대 안하고 갔는데 너무 괜찮았어요. 셰프님이 스시에 대한 철학이 있으시고 한국에 오래 계셔서인지 로컬 유머코드도 겸비하셔서 일행이랑 맛있고 즐겁게 식사했습니다! 다른 곳에서 런치 오마카세는 항상 적당히 배부르게 먹었었는데 여기는 런치임에도 잘먹는 성인 남성의 배를 최대치로 채워줍니다 ㅎㅎ 앵콜 생각이 전혀 나지 않을만큼 퀄리티와 구성, 양 모두 만족했어요. 다음엔 디너 오마카세로 예약해보려고 합니다. 지금처럼만 계속 운영해주시면 완벽할것같습니다!"
5.0,손오봉,"소중한 형님네 식구들과 정말 뜻깊고 맛있는 식사 하였습니다~! 감사합니다~!
어디서도 먹어볼수 없던 그맛"
5.0,suqhsg,항상 맛있게 먹고 갑니다
5.0,지혜로운 식도락가_66608,너무 맛있게 잘먹었습니다:) 맛 서비스 분위기 뭐 하나 놓친걱이 없네요! 계절별로 꼭 오고싶은 곳입니다!
5.0,에러리언,갈때마다 만족스러운 집
5.0,나승0,밧있고 친절합니다~
5.0,흥미로운 식도락가_39166,좀 늦게 도착해서 걱정했는데 코스 속도 잘 맞춰주셔서 즐거운 시간 보냈습니다.
5.0,동성천재,최고였습니다 강츄
5.0,도전적인미식가,너무 좋습니다!!
5.0,김뚜뚜루뚜뚜,최고였습니다 :)
5.0,활기찬 미식가_87662,회가 정말 신선하고 쉐프님도 센스있으셔서 먹는동안 웃으면서 식사했어요~
5.0,우수한 셀럽_46732,"최고의
업장"
5.0,게츠비,스시코우지짱
5.0,쩡슈슛,"친절하신 셰프님.. 비린걸 잘 못먹는 스린이인 저한테
지금까지의 오마카세중 최고였어요"
5.0,고독한 미식가_32727,최고입니다
5.0,AMG GT,"오마카세란 >스시코우지

이집은 진짜 오마카세가 이런거구나 느끼게 해준 어나더 레벨"
5.0,성연12,맛있어요
5.0,아무거나아무,good
5.0,채영은이,Good
5.0,하한가,셰프님이 설명도 잘해주시고 정말 맛있게 잘먹었습니다. 조만간 재접견 하겠습니다 ^^
5.0,도도한 맛사냥꾼_65570,.
5.0,김짜리,너무 즐겁고 맛있고 다했습니다! 코우지 셰프님 최고👍
5.0,꿈꾸는 마스터_83723,생일이라고 케이크도 챙겨주시고 맛있게 잘 먹었습니다!
5.0,똑똑한 마스터_7084,"깔끔하고 푸짐하고 맛잇게 먹었습니다
좋은날에 맞는 믿고먹는 코우지 짱짱"
5.0,흠냐링얌얌굿,15만원이 가성비로 느껴질 정도의 맛과 서비스
5.0,발랄한 식객_58848,깨끗하고 정갈한분위기속에 맛잇는음식을 조용히먹을수잇어서 좋앗습니다!
5.0,쿠마상,너무 행복한 맛의 향연이었습니다.. 코우지셰프님 역시 최고에요..
4.8,오가사카,셰프님이 엄청 친절하세요!!! 맛도 있구요
4.3,sᴇʏᴏᴜɴɢ,"맛,섭스 모두 최고였어요
기념일에 가는거 완전 대추천🫰🏻"
5.0,에코비,"맛은 당연히 맛있고, 이렇게 생일도 챙겨줘서 좋아요 ㅠㅠ 감동"
5.0,미야옹,유쾌한 코우지셰프님 덕에 즐겁고 근사한 저녁을 보냈습니다!!
5.0,헤일이,제가 가본 오마카세 중 단연 최고!
5.0,냠냠박스,"두 말할 필요없이 맛있는 스시야 스시 코우지.

봄에 처음 다녀갔을 때와 비교하면 메뉴 구성이 조금 바뀌었는데 그 차이를 알아가며 먹는 맛도 있다.

츠마미는 때에 따라 완벽할 수도 평범할 수도 있지만 니기리는 언제나 최고의 만족도를 자랑한다."
5.0,영심언냐,"다정하고 유쾌하신 쉐프님 !
스시는 말뭐 🫶🏻"
5.0,내가쫑나,음식 맛은 기본이고 식사 분위기가 너무 좋습니다
5.0,버러,샤리도 너무 맛있어요.
4.5,밤비뇽,올해먹은 청어중에 일등이였오용❤️
5.0,짱우디,"최고의 맛과 서비스에요
흑흑 또 먹고싶어요ㅠㅠ"
5.0,미니의 누나,존맛 밥양도 조절해주시고 쉐프님도 유머있으심
5.0,번듯한호랑이,말하면 입만 아프다. 명불허전 스시정용관
5.0,심바는말티즈,베스트 2. 금태와 청어. 잘먹었습니다!
5.0,번듯한호랑이,오늘도 ‘스시정용관’ 하고 갑니다~~
5.0,반영진,넘 친절하고 맛있었음니다. 최고이어요
4.8,유송히,우니 비빔밥과 우니 초밥 좋아요❤️
4.7,임임성열,금태 ㅠㅠㅠㅠㅠ너무 맛있었습니다ㅠㅠ
5.0,스시진,👍
4.8,mfianist,맛은 물론 완벽했구요~ 쉐프님 너무 친절하시고 유머러스하시게 말씀도 재밌게 해주셔서 식사 아주 맛있고 즐겁게 하고 왔습니다
4.8,케이케이_KK,맛있었고 쉐프님 친절하셨어요!
4.7,diana13,코우지 셰프님의 재치와 음식 퀄리티의 적절한 조합! 주어진 시간이 부족하게 느껴질 정도로 알찬 식사 시간이었습니다:)!!
5.0,진우구이,너무 맛있게 잘 먹었습니다
5.0,이안이담,즐거운 시간 보냈습니다
5.0,굿데이영자,엄청 맛있네요 감동입니다
5.0,뭉겨리,"편안한 분위기에서 셰프님 입담도 너무 좋으시고 맛있게 먹었습니다. 도화새우는 첨인데 정말 너무 맛있었어요~!
다음에 또 예약해서 방문하려구요~
여러군데 다녀봤지만 결국엔 코우지로 돌아오게되네요!!*_*"
4.7,발랄한 미식가_80931,역시 스시코우지🤍
5.0,리치♡,"정용관 셰프님 지정으로 벌써 3번째 방문이네요ㅎㅎ
갈 때마다 항상 세심하게 챙겨주시고 편안한 분위기에서 즐길 수 있어 너무 좋아요! 덕분에 너무 맛있고 행복한 식사했습니다!
감사합니다 ^___^"
4.2,개포아름숲빠빠,금액이 비싼만큼 맛도 좋아요
3.7,해와와,생각한 만큼의 맛은 아니었습니다 ㅠㅠ
4.7,하이에,첫 하이엔드스시...광어뱃살이랑 청어 먹고 감격했네요..양도 마지막 장어덮밥을 많이주셔서 만족했어요
5.0,몰리78,"역시 코우지 셰프님이세요
11월에도 갔었는데...셰프님에 따라 맛과 구성이 다르네요
무조건 코우지 셰프님 서비스 하시는 날 갈렵니다
오늘 분위기도 좋고 음식도 맛있고 너무 즐거웠어요^^"
5.0,배아이,"셰프님이 해주시는 요리 하나하나가 요리라는 말로 부족했어요! 쉐프님의 예술작품으로 느껴졌어요! 예술과 맛과 아름다움 정성이 들어가는 오마카세 🥹저희에게 멋진 작품을 맛보게 해주셔서 감사합니다 :) 너무 감동적인 작품이었어요 맛있어서 먹는내내 행복했고 가성비가 좋은것같아요ㅎㅎ양이 많아서 배가 찢어질 정도로 불렀지만 쉐프님의 응원으로 다 도전해볼수있었어요! 정용관 쉐프님이 설명도 재밋게해주셔서 재밌었고, 연초의 행복한 추억을 선물해주신 정용관 쉐프님 감사합니다 새해복많이받으세요 happy new year🐇💗"
5.0,화려한 개척가_21274,"역시! 명불허전 코우지 셰프님 이십니다.
한팀, 한팀 잘 챙겨주시고 식사 내내 어찌나 재밌었는지 눈,코,입,귀
안 즐거운 감각이 없었습니다.

다음에 또 오겠습니다.
잘 먹었습니다!"
5.0,Developer,"1인 석 알림이 발생하여 빠르게 예약하고 처음 방문해 보았습니다.
정말 맛있게 잘 먹었습니다.

한동안 폭탄 업무 예정이라
일종의 최후의 만찬(?)으로 굉장히 맛있는 코스였습니다."
5.0,Joooooooo,맛없없재료로 끝도없이 나옵니다 맛있어요 코우지셰프님 접객도 너무 좋구요 종종 가고 싶어요
5.0,먼치킨닥터,"정용관 쉐프님 캬….
너무 맛있는거 아닙니까 ㅠㅠ
갸스코도 학꽁치도 전갱이도 미쳤어요"
